seconds,b7,anomalyScore,predicted,anomalyLikelihood
0.19966442953020133,0,1.0,0.0,0.5
0.39932885906040266,0,1.0,0.0,0.5
0.598993288590604,0,1.0,0.0,0.5
0.7986577181208053,0,1.0,0.0,0.5
0.9983221476510067,0,1.0,0.0,0.5
1.197986577181208,0,1.0,0.0,0.5
1.3976510067114094,0,1.0,0.0,0.5
1.5973154362416107,0,1.0,0.0,0.5
1.7969798657718121,0,1.0,0.0,0.5
1.9966442953020134,0,1.0,0.0,0.5
2.196308724832215,0,1.0,0.0,0.5
2.395973154362416,0,1.0,0.0,0.5
2.5956375838926173,0,1.0,0.0,0.5
2.795302013422819,0,1.0,0.0,0.5
2.99496644295302,0,1.0,0.0,0.5
3.1946308724832213,0,1.0,0.0,0.5
3.3942953020134228,0,1.0,0.0,0.5
3.5939597315436242,0,1.0,0.0,0.5
3.7936241610738257,0,1.0,0.0,0.5
3.9932885906040267,0,1.0,0.0,0.5
4.192953020134228,0,1.0,0.0,0.5
4.39261744966443,0,1.0,0.0,0.5
4.592281879194631,0,1.0,0.0,0.5
4.791946308724832,0,1.0,0.0,0.5
4.991610738255034,0,1.0,0.0,0.5
5.191275167785235,0,1.0,0.0,0.5
5.390939597315436,0,1.0,0.0,0.5
5.590604026845638,0,1.0,0.0,0.5
5.790268456375839,0,1.0,0.0,0.5
5.98993288590604,0,1.0,0.0,0.5
6.189597315436242,0,0.975,0.0,0.5
6.389261744966443,0,1.0,0.0,0.5
6.5889261744966445,0,1.0,0.0,0.5
6.7885906040268456,0,1.0,0.0,0.5
6.988255033557047,0,1.0,0.0,0.5
7.1879194630872485,0,1.0,0.0,0.5
7.3875838926174495,0,1.0,0.0,0.5
7.587248322147651,0,1.0,0.0,0.5
7.7869127516778525,0,0.975,0.0,0.5
7.9865771812080535,0,1.0,0.0,0.5
8.186241610738255,0,1.0,0.0,0.5
8.385906040268456,0,1.0,0.0,0.5
8.58557046979866,0,1.0,0.0,0.5
8.78523489932886,0,1.0,0.0,0.5
8.984899328859061,0,1.0,0.0,0.5
9.184563758389261,0,1.0,0.0,0.5
9.384228187919463,0,1.0,0.0,0.5
9.583892617449663,0,1.0,0.0,0.5
9.783557046979867,0,1.0,0.0,0.5
9.983221476510067,0,1.0,0.0,0.5
10.18288590604027,0,1.0,0.0,0.5
10.38255033557047,0,1.0,0.0,0.5
10.582214765100671,40,1.0,0.0,0.5
10.781879194630871,423,1.0,0.0,0.5
10.981543624161075,32,1.0,32.0,0.5
11.181208053691275,719,1.0,719.0,0.5
11.380872483221477,3,1.0,3.0,0.5
11.580536912751677,559,1.0,559.0,0.5
11.78020134228188,3219,1.0,3219.0,0.5
11.97986577181208,90,1.0,90.0,0.5
12.179530201342283,0,1.0,0.0,0.5
12.379194630872483,0,1.0,0.0,0.5
12.578859060402685,0,1.0,0.0,0.5
12.778523489932885,0,1.0,0.0,0.5
12.978187919463087,1,1.0,1.0,0.5
13.177852348993289,1179,1.0,1179.0,0.5
13.377516778523491,52,1.0,52.0,0.5
13.577181208053691,1691,1.0,1691.0,0.5
13.776845637583893,20,1.0,20.0,0.5
13.976510067114093,916,1.0,916.0,0.5
14.176174496644295,0,1.0,0.0,0.5
14.375838926174497,35,1.0,35.0,0.5
14.575503355704699,0,1.0,0.0,0.5
14.775167785234899,0,1.0,0.0,0.5
14.974832214765103,1624,1.0,2.1663482462999997,0.5
15.174496644295303,37,0.975,37.0,0.5
15.374161073825505,201,1.0,201.0,0.5
15.573825503355705,27,1.0,27.0,0.5
15.773489932885907,1430,1.0,35.393559999999994,0.5
15.973154362416107,0,1.0,2.1663482462999997,0.5
16.17281879194631,0,1.0,1.5164437724099997,0.5
16.37248322147651,150,1.0,150.0,0.5
16.57214765100671,382,1.0,382.0,0.5
16.77181208053691,0,1.0,0.0,0.5
16.971476510067113,0,1.0,0.7430574484808997,0.5
17.17114093959732,0,1.0,0.5201402139366298,0.5
17.370805369127517,605,1.0,3219.0,0.5
17.57046979865772,5,1.0,0.3640981497556408,0.5
17.77013422818792,0,1.0,0.0,0.5
17.969798657718123,0,1.0,1.228408093380264,0.5
18.16946308724832,6255,1.0,6255.0,0.5
18.369127516778523,0,1.0,0.0,0.5
18.568791946308725,318,1.0,0.6019199657563292,0.5
18.768456375838927,0,1.0,0.6019199657563292,0.5
18.968120805369125,580,1.0,0.4213439760294304,0.5
19.167785234899327,10,0.95,10.0,0.5
19.36744966442953,20,1.0,20.0,0.5
19.567114093959734,1591,1.0,35.393559999999994,0.5
19.766778523489933,29,0.725,29.0,0.5
19.966442953020135,2099,0.975,2099.0,0.5
20.166107382550337,617,1.0,8.30645854825442,0.5
20.36577181208054,21,1.0,8.30645854825442,0.5
20.565436241610737,1137,1.0,1137.0,0.5
20.76510067114094,0,1.0,12.114520983778094,0.5
20.96476510067114,1726,1.0,1726.0,0.5
21.164429530201343,0,0.975,0.0,0.5
21.36409395973154,1,1.0,1.0,0.5
21.563758389261743,0,1.0,0.0,0.5
21.76342281879195,0,1.0,0.0,0.5
21.96308724832215,14,1.0,14.0,0.5
22.16275167785235,0,1.0,5.728161279220508,0.5
22.36241610738255,3328,1.0,90.0,0.5
22.562080536912752,2,0.975,2.0,0.5
22.761744966442954,3847,1.0,3847.0,0.5
22.961409395973153,98,1.0,3.4067990268180486,0.5
23.161073825503355,0,0.9,0.0,0.5
23.360738255033556,52,1.0,2.384759318772634,0.5
23.56040268456376,0,1.0,2.384759318772634,0.5
23.760067114093957,2862,1.0,2862.0,0.5
23.95973154362416,0,1.0,1.6693315231408437,0.5
24.159395973154364,33,1.0,1.1685320661985905,0.5
24.359060402684566,0,0.95,37.22299107999999,0.5
24.558724832214764,119,1.0,0.8179724463390133,0.5
24.758389261744966,0,0.9,0.0,0.5
24.95805369127517,0,1.0,0.0,0.5
25.15771812080537,0,1.0,0.0,0.5
25.35738255033557,0,1.0,0.2805645490942815,0.5
25.55704697986577,96,1.0,0.19639518436599707,0.5
25.756711409395972,0,0.825,0.0,0.5
25.956375838926174,0,0.975,0.13747662905619792,0.5
26.156040268456373,0,1.0,0.0,0.5
26.355704697986578,0,1.0,0.06736354823753697,0.5
26.55536912751678,0,1.0,0.04715448376627588,0.5
26.755033557046982,0,1.0,0.03300813863639311,0.5
26.95469798657718,11,1.0,11.0,0.5
27.154362416107382,0,1.0,3.3161739879318324,0.5
27.354026845637584,0,1.0,2.3213217915522826,0.5
27.553691275167786,0,1.0,1.6249252540865977,0.5
27.753355704697984,0,1.0,1.1374476778606184,0.5
27.953020134228186,0,0.975,0.7962133745024328,0.5
28.15268456375839,0,1.0,0.5573493621517029,0.5
28.35234899328859,243,1.0,0.39014455350619204,0.5
28.552013422818792,0,0.975,0.39014455350619204,0.5
28.751677852348994,235,0.975,0.2731011874543344,0.5
28.951342281879196,0,0.9,0.0,0.5
29.151006711409398,0,1.0,0.19117083121803408,0.5
29.350671140939596,0,1.0,0.13381958185262385,0.5
29.550335570469798,4,0.975,0.09367370729683669,0.5
29.75,0,1.0,1.2655715951077857,0.5
29.949664429530205,724,1.0,0.88590011657545,0.5
30.149328859060404,10,0.925,10.0,0.5
30.348993288590606,0,1.0,0.0,0.5
30.548657718120804,861,1.0,2.5340910571219704,0.5
30.74832214765101,0,0.775,2.5340910571219704,0.5
30.947986577181208,0,1.0,0.0,0.5
31.14765100671141,442,1.0,1.2417046179897653,0.5
31.347315436241608,0,0.975,1.2417046179897653,0.5
31.546979865771814,0,1.0,0.0,0.5
31.746644295302012,196,1.0,0.608435262814985,0.5
31.946308724832214,0,0.8,0.608435262814985,0.5
32.145973154362416,0,1.0,37.22299107999999,0.5
32.34563758389262,3,1.0,0.2981332787793426,0.5
32.54530201342282,0,1.0,1.1086932951455397,0.5
32.74496644295302,0,0.975,0.7760853066018778,0.5
32.94463087248322,53,0.975,0.5432597146213144,0.5
33.14429530201342,0,0.85,0.0,0.5
33.34395973154363,0,0.975,0.0,0.5
33.54362416107382,0,1.0,0.266197260164444,0.5
33.74328859060403,0,0.975,0.1863380821151108,0.5
33.942953020134226,485,1.0,0.13043665748057756,0.5
34.14261744966443,0,0.9,0.13043665748057756,0.5
34.34228187919464,1900,1.0,0.09130566023640428,0.5
34.54194630872483,0,0.975,0.0,0.5
34.741610738255034,432,0.925,0.063913962165483,0.5
34.941275167785236,0,0.75,429.68999999999994,0.5
35.14093959731544,0,1.0,0.04473977351583809,0.5
35.34060402684564,0,1.0,0.03131784146108666,0.5
35.54026845637584,8,0.925,0.02192248902276066,0.5
35.739932885906036,0,0.85,2.4153457423159326,0.5
35.939597315436245,0,0.775,1.6907420196211527,0.5
36.13926174496644,2122,1.0,617.0,0.5
36.33892617449664,0,0.975,2105.9,0.5
36.538590604026844,2086,0.85,0.8284635896143647,0.5
36.738255033557046,101,0.925,0.8284635896143647,0.5
36.937919463087255,11,0.525,2086.0,0.5
37.13758389261745,889,1.0,3.8799245127300552,0.5
37.33724832214765,0,0.475,907.8999999999999,0.5
37.53691275167785,0,0.975,907.8999999999999,0.5
37.736577181208055,0,0.9,1.9011630112377267,0.5
37.93624161073825,2,0.775,1.3308141078664086,0.5
38.13590604026846,89,0.875,1.531569875506486,0.5
38.335570469798654,0,0.2,96.45233999999998,0.5
38.53523489932886,2,0.35,96.45233999999998,0.5
38.73489932885906,0,0.55,1.350469238998178,0.5
